# BT-NextGen (AGSS2009)
# teff = 13500 K (value for the effective temperature for the model. Temperatures are given in K)
# logg = 4.5 log(cm/s2) (value for Log(G) for the model.)
# meta = 0  (value for the Metallicity for the model.)
# alpha = 0  (Alpha enhancement)
#
#                      Filter	#  Wavelength in Angstrom	#  Flux in erg/cm2/s/A	
#############################	#########################	######################	
                2MASS/2MASS.H	                    16620	       2616635.3722797	
                2MASS/2MASS.J	                    12350	       7549643.8176558	
               2MASS/2MASS.Ks	                    21590	       961157.37576605	
                GAIA/GAIA2r.G	          5836.3100587476	       78127343.556293	
              GAIA/GAIA2r.Gbp	          5020.9202378313	       136346584.86217	
              GAIA/GAIA2r.Grp	          7588.8315754264	       36574092.116574	
            Generic/Cousins.I	          7829.1725903466	       33682085.171423	
            Generic/Cousins.R	          6357.9580280521	       67213389.425845	
            Generic/Johnson.B	            4378.11999165	       215590899.97759	
            Generic/Johnson.R	            6695.58446503	       55554945.478586	
            Generic/Johnson.U	            3570.64730961	       218211195.28543	
            Generic/Johnson.V	            5466.11399596	       111197974.08953	
             PAN-STARRS/PS1.g	           4810.883141308	       164506417.64746	
             PAN-STARRS/PS1.i	          7503.6764467665	       39118227.053663	
             PAN-STARRS/PS1.r	          6156.3564291844	       74937601.424317	
             PAN-STARRS/PS1.y	          9613.4544956085	       17975111.091944	
             PAN-STARRS/PS1.z	          8668.5619290591	       23969078.600228	
              Paranal/NACO.Ks	            21240.5963451	       1006285.6465826	
              Paranal/VISTA.H	          16348.188840504	       2634499.8882837	
              Paranal/VISTA.J	          12480.995875768	        7154068.987797	
             Paranal/VISTA.Ks	          21435.460615367	       975453.68600221	
                 SLOAN/SDSS.g	          4640.4198339016	       183063601.99287	
     SLOAN/SDSS.gprime_filter	          4724.6036159648	       173309138.82964	
                 SLOAN/SDSS.i	          7439.4904529922	       40242249.935716	
     SLOAN/SDSS.iprime_filter	          7673.0341411813	       35903090.205104	
                 SLOAN/SDSS.r	          6122.3296283695	       76518140.773929	
     SLOAN/SDSS.rprime_filter	          6202.5780752063	       73119205.063488	
                 SLOAN/SDSS.u	          3594.9304222451	       212932194.68068	
     SLOAN/SDSS.uprime_filter	          3542.1866034125	       215092053.48382	
                 SLOAN/SDSS.z	          8897.0610456181	       22266941.523683	
     SLOAN/SDSS.zprime_filter	          10506.539849677	       12336575.438458	
              Spitzer/IRAC.I1	             35075.111436	        147269.5319386	
              Spitzer/IRAC.I2	            44365.7786851	       57791.946103311	
              Spitzer/IRAC.I3	            56281.0168686	       22292.036064172	
              Spitzer/IRAC.I4	            75891.5860201	       6554.9399429183	
                 WISE/WISE.W1	                    33526	       181207.22239502	
                 WISE/WISE.W2	                    46028	       51325.425820389	
                 WISE/WISE.W3	                   115608	       1323.4080705427	
                 WISE/WISE.W4	                   220883	        100.0980051606	
