# BT-NextGen (AGSS2009)
# teff = 6900 K (value for the effective temperature for the model. Temperatures are given in K)
# logg = 4.5 log(cm/s2) (value for Log(G) for the model.)
# meta = 0  (value for the Metallicity for the model.)
# alpha = 0  (Alpha enhancement)
#
#                      Filter	#  Wavelength in Angstrom	#  Flux in erg/cm2/s/A	
#############################	#########################	######################	
                2MASS/2MASS.H	                    16620	       1294860.9821364	
                2MASS/2MASS.J	                    12350	       3020743.2945339	
               2MASS/2MASS.Ks	                    21590	       497013.28703202	
                GAIA/GAIA2r.G	          5836.3100587476	       13710948.151963	
              GAIA/GAIA2r.Gbp	          5020.9202378313	       18688119.589859	
              GAIA/GAIA2r.Grp	          7588.8315754264	        9579830.182144	
            Generic/Cousins.I	          7829.1725903466	       9315213.8492933	
            Generic/Cousins.R	          6357.9580280521	       14324949.242716	
            Generic/Johnson.B	            4378.11999165	       22509367.850971	
            Generic/Johnson.R	            6695.58446503	       12604895.979741	
            Generic/Johnson.U	            3570.64730961	       14810956.186231	
            Generic/Johnson.V	            5466.11399596	       18428917.429006	
             PAN-STARRS/PS1.g	           4810.883141308	       21349502.853289	
             PAN-STARRS/PS1.i	          7503.6764467665	        10284413.10016	
             PAN-STARRS/PS1.r	          6156.3564291844	       15253642.345361	
             PAN-STARRS/PS1.y	          9613.4544956085	       5756905.8608116	
             PAN-STARRS/PS1.z	          8668.5619290591	       7302906.2393818	
              Paranal/NACO.Ks	            21240.5963451	         519610.021759	
              Paranal/VISTA.H	          16348.188840504	       1301938.1004881	
              Paranal/VISTA.J	          12480.995875768	       2905493.4049261	
             Paranal/VISTA.Ks	          21435.460615367	       504153.83479791	
                 SLOAN/SDSS.g	          4640.4198339016	        21971193.85473	
     SLOAN/SDSS.gprime_filter	          4724.6036159648	       21603396.798463	
                 SLOAN/SDSS.i	          7439.4904529922	        10476160.87465	
     SLOAN/SDSS.iprime_filter	          7673.0341411813	       9711641.2895622	
                 SLOAN/SDSS.r	          6122.3296283695	       15473602.263066	
     SLOAN/SDSS.rprime_filter	          6202.5780752063	       15053325.348427	
                 SLOAN/SDSS.u	          3594.9304222451	       14824029.540063	
     SLOAN/SDSS.uprime_filter	          3542.1866034125	       14583807.995557	
                 SLOAN/SDSS.z	          8897.0610456181	       6866698.4395569	
     SLOAN/SDSS.zprime_filter	          10506.539849677	       4289436.2583147	
              Spitzer/IRAC.I1	             35075.111436	       78109.366016387	
              Spitzer/IRAC.I2	            44365.7786851	        31520.75335696	
              Spitzer/IRAC.I3	            56281.0168686	        12959.49655063	
              Spitzer/IRAC.I4	            75891.5860201	        3799.159216528	
                 WISE/WISE.W1	                    33526	       95164.995941382	
                 WISE/WISE.W2	                    46028	       28233.123738266	
                 WISE/WISE.W3	                   115608	       760.93057572429	
                 WISE/WISE.W4	                   220883	       56.549952027101	
