# BT-NextGen (AGSS2009)
# teff = 3600 K (value for the effective temperature for the model. Temperatures are given in K)
# logg = 4.5 log(cm/s2) (value for Log(G) for the model.)
# meta = 0  (value for the Metallicity for the model.)
# alpha = 0  (Alpha enhancement)
#
#                      Filter	#  Wavelength in Angstrom	#  Flux in erg/cm2/s/A	
#############################	#########################	######################	
                2MASS/2MASS.H	                    16620	       386580.03660083	
                2MASS/2MASS.J	                    12350	       567921.29434637	
               2MASS/2MASS.Ks	                    21590	       176462.75613991	
                GAIA/GAIA2r.G	          5836.3100587476	       489975.34749807	
              GAIA/GAIA2r.Gbp	          5020.9202378313	       280753.03364487	
              GAIA/GAIA2r.Grp	          7588.8315754264	       641608.72550059	
            Generic/Cousins.I	          7829.1725903466	       717586.88355885	
            Generic/Cousins.R	          6357.9580280521	       440210.45227703	
            Generic/Johnson.B	            4378.11999165	       155898.26592226	
            Generic/Johnson.R	            6695.58446503	        525336.3043362	
            Generic/Johnson.U	            3570.64730961	       25187.822488303	
            Generic/Johnson.V	            5466.11399596	        324606.0661585	
             PAN-STARRS/PS1.g	           4810.883141308	       229501.53801078	
             PAN-STARRS/PS1.i	          7503.6764467665	       659102.15385722	
             PAN-STARRS/PS1.r	          6156.3564291844	       402262.96853133	
             PAN-STARRS/PS1.y	          9613.4544956085	       718081.54214784	
             PAN-STARRS/PS1.z	          8668.5619290591	       734056.82022594	
              Paranal/NACO.Ks	            21240.5963451	       180787.56804049	
              Paranal/VISTA.H	          16348.188840504	       385645.11628313	
              Paranal/VISTA.J	          12480.995875768	       559444.26912754	
             Paranal/VISTA.Ks	          21435.460615367	       178105.87187562	
                 SLOAN/SDSS.g	          4640.4198339016	       199634.89741718	
     SLOAN/SDSS.gprime_filter	          4724.6036159648	        217068.3453153	
                 SLOAN/SDSS.i	          7439.4904529922	       643211.80041366	
     SLOAN/SDSS.iprime_filter	          7673.0341411813	       681874.07698009	
                 SLOAN/SDSS.r	          6122.3296283695	       404825.40680999	
     SLOAN/SDSS.rprime_filter	          6202.5780752063	       405952.65033975	
                 SLOAN/SDSS.u	          3594.9304222451	       25851.223845271	
     SLOAN/SDSS.uprime_filter	          3542.1866034125	       24186.547919793	
                 SLOAN/SDSS.z	          8897.0610456181	       728130.60230834	
     SLOAN/SDSS.zprime_filter	          10506.539849677	       635311.63954817	
              Spitzer/IRAC.I1	             35075.111436	       33262.160379997	
              Spitzer/IRAC.I2	            44365.7786851	       14013.214477174	
              Spitzer/IRAC.I3	            56281.0168686	        5790.495209154	
              Spitzer/IRAC.I4	            75891.5860201	       1799.4540119463	
                 WISE/WISE.W1	                    33526	       38431.146332934	
                 WISE/WISE.W2	                    46028	       12428.600669996	
                 WISE/WISE.W3	                   115608	       389.19353307186	
                 WISE/WISE.W4	                   220883	       30.294956801274	
