# BT-NextGen (AGSS2009)
# teff = 2000 K (value for the effective temperature for the model. Temperatures are given in K)
# logg = 4.5 log(cm/s2) (value for Log(G) for the model.)
# meta = 0  (value for the Metallicity for the model.)
# alpha = 0  (Alpha enhancement)
#
#                      Filter	#  Wavelength in Angstrom	#  Flux in erg/cm2/s/A	
#############################	#########################	######################	
                2MASS/2MASS.H	                    16620	       55256.686995935	
                2MASS/2MASS.J	                    12350	       87910.783081623	
               2MASS/2MASS.Ks	                    21590	       27081.119950942	
                GAIA/GAIA2r.G	          5836.3100587476	       4580.2723745863	
              GAIA/GAIA2r.Gbp	          5020.9202378313	       144.48751492078	
              GAIA/GAIA2r.Grp	          7588.8315754264	       9016.9750110752	
            Generic/Cousins.I	          7829.1725903466	       4287.7122452244	
            Generic/Cousins.R	          6357.9580280521	       565.83431647633	
            Generic/Johnson.B	            4378.11999165	       18.819091419011	
            Generic/Johnson.R	            6695.58446503	       1691.0857357054	
            Generic/Johnson.U	            3570.64730961	      0.20415198913665	
            Generic/Johnson.V	            5466.11399596	       130.48483179305	
             PAN-STARRS/PS1.g	           4810.883141308	       51.347442149668	
             PAN-STARRS/PS1.i	          7503.6764467665	       2817.2509783345	
             PAN-STARRS/PS1.r	          6156.3564291844	       368.69477189587	
             PAN-STARRS/PS1.y	          9613.4544956085	       37481.225731869	
             PAN-STARRS/PS1.z	          8668.5619290591	       13978.769304606	
              Paranal/NACO.Ks	            21240.5963451	       25805.250485066	
              Paranal/VISTA.H	          16348.188840504	       53495.012648468	
              Paranal/VISTA.J	          12480.995875768	        92034.34584858	
             Paranal/VISTA.Ks	          21435.460615367	       26888.590006133	
                 SLOAN/SDSS.g	          4640.4198339016	       39.096565611559	
     SLOAN/SDSS.gprime_filter	          4724.6036159648	       45.813945237243	
                 SLOAN/SDSS.i	          7439.4904529922	       2480.4990684638	
     SLOAN/SDSS.iprime_filter	          7673.0341411813	       4243.7470847954	
                 SLOAN/SDSS.r	          6122.3296283695	        329.4652891288	
     SLOAN/SDSS.rprime_filter	          6202.5780752063	       397.15630975457	
                 SLOAN/SDSS.u	          3594.9304222451	       0.2071091245558	
     SLOAN/SDSS.uprime_filter	          3542.1866034125	      0.17179019269365	
                 SLOAN/SDSS.z	          8897.0610456181	       19687.229869356	
     SLOAN/SDSS.zprime_filter	          10506.539849677	       66698.606900193	
              Spitzer/IRAC.I1	             35075.111436	       8587.7355183819	
              Spitzer/IRAC.I2	            44365.7786851	       3861.4115907946	
              Spitzer/IRAC.I3	            56281.0168686	       1733.7568255152	
              Spitzer/IRAC.I4	            75891.5860201	       629.66865205897	
                 WISE/WISE.W1	                    33526	        8696.539348516	
                 WISE/WISE.W2	                    46028	       3385.4450180731	
                 WISE/WISE.W3	                   115608	       154.85310276898	
                 WISE/WISE.W4	                   220883	       14.213712617706	
