Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag
Gaia DR2 2207191634809106816,343.37383316439,62.12315042616,2.26,833.691357307684,18.7979,0.0044,0.0,0.0,0.0,0.0,13.816,0.033,12.874,0.031,12.46,0.026
