Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag
Gaia DR2 2207203656423341440,343.36178241391,62.15306503426,2.73,933.736698707134,18.5749,0.0066,20.3637,0.1061,17.0494,0.023,14.416,0.029,13.391,0.031,12.899,0.027
