Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag
Gaia DR2 2207204721575215360,343.28627460863,62.18627258996,5.05,882.312013582424,19.4767,0.0111,20.4092,0.1552,17.7684,0.032,14.861,0.044,13.538,0.035,12.854,0.027,11.994000434875488,0.04699999839067459,11.258999824523926,0.03400000184774399,10.097000122070312,nan,4.781000137329102,0.04800000041723251
