Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag
Gaia DR2 2207109785619441792,343.30470650921,62.13872219697,3.26,746.714567230409,18.6344,0.0124,19.8266,0.037,17.1068,0.0375,14.486,0.032,13.309,0.03,12.628,0.025
