Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,JsBmag,e_JsBmag,JsVmag,e_JsVmag
LS III +47 37,321.0521275163,48.01107404588,2.325,7306.68883458278,12.4483,0.0002,12.7912,0.0029,11.8693,0.0028,10.866000175476074,0.04800000041723251,10.288999557495117,nan,10.156999588012695,nan,9.637,0.021,9.438,0.019,8.889,0.029,7.99,0.176,nan,0.1,nan,0.1
