Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,IPHAS_Hamag,e_IPHAS_Hamag
Gaia DR2 2206999460792265216,343.70938402358,61.98809651219,2,970.95032578266,19.7096,0.0044,21.373,0.2124,18.3925,0.0204,16.108,0.115,15.064,0.1,14.96,0.134,14.335000038147,0.100000001490116,14.2370004653931,0.071999996900559,10.0939998626709,nan,8.41600036621094,nan,16.68,0.01
