Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,JsBmag,e_JsBmag,JsVmag,e_JsVmag
GSC 5692-0543,279.95569121625,-8.42785889591,1.7360000000000002,2328.43044794674,11.9488,0.0013,12.4408,0.0045,11.2553,0.0044,10.289,0.025,9.852,0.024,9.487,0.022,8.963,0.022,8.81,0.019,8.327,0.032,6.858,0.095,12.8149995803833,0.1,12.130999565124512,0.1
