Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,JsBmag,e_JsBmag,JsVmag,e_JsVmag
TYC 2679-432-1,302.52479356985,34.92903186284,3.007,1461.42238187395,11.2453,0.0018,11.6843,0.0038,10.6177,0.0055,9.458,0.019,8.849,0.016,8.615,0.017,8.366,0.022,8.253,0.019,7.881,0.022,7.945,0.175,11.979000091552734,0.1,11.434000015258789,0.1
