Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag
Gaia DR2 2207203965660990592,343.30871014374,62.17754957672,3.51,925.919071555461,18.9406,0.0054,20.1186,0.0752,17.4059,0.0162,14.955,0.046,13.87,0.038,13.382,0.038
