Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag
Gaia DR2 2207110094856981632,343.25513714046,62.16320333597,5.29,932.838682434455,17.8986,0.0058,19.8326,0.0767,16.4323,0.0149,13.73,0.024,12.38,0.026,11.682,0.018
