Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag
Gaia DR2 2207191600449366784,343.35411478832,62.1188171576,4.07,814.376663799262,18.4044,0.0034,19.9784,0.0758,16.9636,0.0099,14.432,0.042,13.246,0.036,12.662,0.031
