Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,JsBmag,e_JsBmag,JsVmag,e_JsVmag
LS V +24 11,91.26241816047,24.15779362245,2.0770000000000004,2504.62750945171,11.5774,0.0006,11.762,0.0037,11.2035,0.0019,10.852,0.021,10.648,0.022,10.485,0.018,10.194,0.024,9.955,0.021,9.289,0.04,8.444,0.371,13.985,0.006,11.981,0.001,11.629,0.001,11.622,0.002,13.801,0.017,12.121000289916992,0.1,11.729000091552734,0.1
