Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag
Gaia DR2 2207203626363177344,343.30935298311,62.14258170592,4.42,795.582640441534,17.3605,0.0059,18.7827,0.0324,15.9738,0.017,13.618,0.041,12.378,0.032,11.75,0.024
