Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,JsBmag,e_JsBmag,JsVmag,e_JsVmag
BD+46 3474,328.37019914832,47.26660746619,2.5,720.871669374553,9.4072,0.0004,9.826,0.0041,8.6352,0.0027,7.779,0.024,7.603,0.018,7.493,0.018,7.154,0.036,7.319,0.02,5.004,0.02,1.337,0.025,10.37399959564209,0.1,9.631999969482422,0.1
