Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,JsBmag,e_JsBmag,JsVmag,e_JsVmag
HD 216658,343.37829825582,62.13491031961,3.3,668.460545825922,8.6703,0.0012,9.084,0.0015,8.0204,0.0024,7.205,0.026,7.029,0.026,6.923,0.021,6.787,0.037,6.766,0.02,6.535,0.02,3.261,0.048,9.663999557495117,0.1,9.102999687194824,0.1
