Name,RA,DEC,Av,Dist,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag
Gaia DR2 2207203695082652544,343.30094919479,62.15095626133,2.67,837.199600257147,16.6071,0.0158,17.9526,0.0572,15.3036,0.0581,13.027,0.036,11.908,0.035,11.245,0.025,10.266,0.034,9.516,0.029,7.516,0.17,3.688,0.044
