Name,Av,Dist,RA,DEC,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag
Gaia DR3 5788625396770225152,0.0,102.149902,180.22903746637,-78.34152872121,15.553098,,17.85147,,14.172497,,11.958999633789062,0.024000000208616257,11.401000022888184,0.026000000536441803,11.01099967956543,0.019999999552965164,10.637999534606934,0.023000000044703484,10.170000076293945,0.019999999552965164,8.505999565124512,0.02199999988079071,6.576000213623047,0.052000001072883606
