Name,Av,Dist,RA,DEC,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag
Gaia DR3 3152719334880801920,0.1,542.109863,107.68276492927,6.00218525108,11.987488,,12.102822,,11.696321,,9.85099983215332,0.02199999988079071,8.36400032043457,0.05299999937415123,7.004000186920166,0.017999999225139618,5.574999809265137,0.12999999523162842,4.570000171661377,0.09700000286102295,2.4769999980926514,0.013000000268220901,1.0820000171661377,0.020999999716877937
